售价,每平米,小区名称,所处区域,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,产权年限,房屋用途,交易权属
1850万,107073,新世界家园,"东城,崇文门",4室2厅1厨2卫,中楼层 (共10层),172.78㎡,平层,146.59㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,房屋用途,商品房
2000万,116857,新世界家园,"东城,崇文门",4室2厅1厨2卫,低楼层 (共10层),171.15㎡,平层,146.48㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,房屋用途,商品房
850万,96613,安德里北街25号院,"东城,安定门",3室1厅1厨1卫,低楼层 (共17层),87.98㎡,平层,暂无数据,塔楼,南 西南,钢混结构,精装,两梯七户,集中供暖,有,70年,房屋用途,已购公房
1750万,111430,富贵园一区,"东城,东花市",4室2厅1厨2卫,高楼层 (共12层),157.05㎡,复式,128.81㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,70年,房屋用途,商品房
1440万,94700,国瑞城中区,"东城,崇文门",3室1厅1厨2卫,低楼层 (共16层),152.06㎡,平层,122.16㎡,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,70年,房屋用途,商品房
483万,86189,夕照寺西里,"东城,广渠门",2室1厅1厨1卫,低楼层 (共6层),56.04㎡,平层,暂无数据,板楼,东北,混合结构,简装,一梯五户,集中供暖,无,70年,房屋用途,商品房
1100万,91378,朝阳首府,"东城,朝阳门内",2室1厅1厨1卫,中楼层 (共15层),120.38㎡,平层,88.33㎡,塔楼,西南,钢混结构,精装,四梯十一户,集中供暖,有,70年,房屋用途,商品房
485万,74765,太华公寓,"东城,崇文门",1室0厅1厨1卫,高楼层 (共17层),64.87㎡,平层,45.73㎡,塔楼,北,钢混结构,精装,三梯二十户,集中供暖,有,70年,房屋用途,商品房
468万,115357,和平里三区,"东城,和平里",1室1厅1厨1卫,低楼层 (共6层),40.57㎡,平层,暂无数据,板楼,西南,混合结构,简装,一梯四户,集中供暖,无,70年,房屋用途,商品房
610万,99951,安德里北街25号院,"东城,安定门",2室1厅1厨1卫,低楼层 (共17层),61.03㎡,平层,暂无数据,塔楼,西北,钢混结构,精装,两梯七户,集中供暖,有,70年,房屋用途,商品房
600万,100453,新景家园东区,"东城,崇文门",1室1厅1厨1卫,高楼层 (共17层),59.73㎡,平层,47.79㎡,板塔结合,东,钢混结构,精装,一梯四户,自供暖,有,70年,房屋用途,商品房
730万,123145,新景家园东区,"东城,崇文门",1室1厅1厨1卫,中楼层 (共13层),59.28㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,集中供暖,有,70年,房屋用途,商品房
520万,106886,广渠门内大街,"东城,广渠门",2室1厅1厨1卫,底层 (共12层),48.65㎡,平层,暂无数据,板塔结合,南 北,砖混结构,简装,一梯四户,集中供暖,有,70年,房屋用途,私产
605万,101374,新景家园东区,"东城,崇文门",1室1厅1厨1卫,中楼层 (共12层),59.68㎡,平层,48.89㎡,板塔结合,南,钢混结构,简装,两梯四户,自供暖,有,70年,房屋用途,二类经济适用房
870万,73692,国瑞城西区,"东城,崇文门",1室1厅1厨2卫,高楼层 (共16层),118.06㎡,平层,79.77㎡,塔楼,西,钢混结构,精装,八梯二十九户,集中供暖,有,70年,房屋用途,商品房
2999万,66676,贡院九号,"东城,建国门内",4室4厅2厨6卫,顶层 (共18层),449.79㎡,复式,361.09㎡,板塔结合,北 东 南,钢混结构,精装,两梯四户,集中供暖,有,70年,房屋用途,商品房
1700万,83935,华府景园,"东城,安定门",4室2厅1厨2卫,中楼层 (共12层),202.54㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,70年,房屋用途,央产房
1350万,75555,聚龙花园,"东城,工体",3室1厅1厨1卫,中楼层 (共8层),178.68㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,四梯二十四户,集中供暖,有,70年,房屋用途,商品房
1490万,99666,水上华城,"东城,广渠门",3室2厅1厨2卫,高楼层 (共23层),149.5㎡,平层,118.62㎡,板塔结合,东南,钢混结构,精装,三梯八户,集中供暖,有,70年,房屋用途,商品房
700万,101494,东四北大街,"东城,东四",3室1厅1厨1卫,中楼层 (共6层),68.97㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,70年,房屋用途,已购公房
650万,102702,和平新城一期,"东城,和平里",1室1厅1厨1卫,低楼层 (共19层),63.29㎡,平层,暂无数据,板塔结合,西,钢混结构,精装,三梯十户,自供暖,有,70年,房屋用途,商品房
1188万,105087,化工大院,"东城,和平里",3室1厅1厨1卫,顶层 (共4层),113.05㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯四户,集中供暖,无,70年,房屋用途,已购公房
515万,80988,天坛路,"东城,天坛",2室1厅1厨1卫,中楼层 (共5层),63.59㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,70年,房屋用途,商品房
1230万,99427,贡院六号,"东城,建国门内",1室1厅1厨2卫,高楼层 (共23层),123.71㎡,平层,91.12㎡,板塔结合,东南,钢混结构,精装,两梯四户,集中供暖,有,70年,房屋用途,商品房
865万,95952,中海紫御公馆,"东城,陶然亭",2室2厅1厨1卫,底层 (共18层),90.15㎡,平层,71.5㎡,板塔结合,南,钢混结构,精装,两梯六户,集中供暖,有,70年,房屋用途,商品房
1090万,101994,新景家园东区,"东城,崇文门",2室1厅1厨1卫,中楼层 (共12层),106.87㎡,平层,84.12㎡,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,70年,房屋用途,商品房
1180万,98523,瑞士公寓,"东城,朝阳门外",2室1厅1厨2卫,中楼层 (共16层),119.77㎡,平层,88.81㎡,塔楼,南,钢混结构,精装,两梯八户,集中供暖,有,70年,房屋用途,商品房
900万,101455,南竹杆胡同,"东城,朝阳门内",3室1厅1厨1卫,中楼层 (共16层),88.71㎡,平层,75.72㎡,板塔结合,南 北,钢混结构,简装,一梯三户,集中供暖,有,70年,房屋用途,二类经济适用房
650万,94162,培新街乙5号院,"东城,广渠门",2室1厅1厨1卫,高楼层 (共16层),69.03㎡,平层,暂无数据,板塔结合,东 西,钢混结构,简装,三梯三户,集中供暖,有,70年,房屋用途,已购公房
1120万,86261,湖景苑,"东城,安定门",2室2厅1厨2卫,高楼层 (共8层),129.84㎡,平层,暂无数据,板塔结合,东 西,钢混结构,简装,一梯两户,集中供暖,有,70年,房屋用途,商品房
975万,103022,新景家园东区,"东城,崇文门",3室2厅1厨1卫,高楼层 (共17层),94.64㎡,平层,75.72㎡,板塔结合,东 西,钢混结构,简装,一梯四户,自供暖,有,70年,房屋用途,二类经济适用房
700万,89241,东总布胡同19号院,"东城,建国门内",3室1厅1厨1卫,高楼层 (共6层),78.44㎡,平层,暂无数据,板楼,西北,砖混结构,精装,一梯五户,集中供暖,无,70年,房屋用途,央产房
895万,86995,西营房,"东城,安定门",3室1厅1厨2卫,中楼层 (共16层),102.88㎡,平层,85.34㎡,塔楼,东北,钢混结构,精装,三梯十四户,自供暖,有,70年,房屋用途,二类经济适用房
1450万,100863,长安太和,"东城,建国门内",2室1厅1厨2卫,高楼层 (共24层),143.76㎡,平层,107.02㎡,板塔结合,北,钢混结构,精装,三梯六户,集中供暖,有,70年,房屋用途,商品房
970万,63846,天天家园,"东城,永定门",3室2厅1厨2卫,中楼层 (共11层),151.93㎡,平层,117.79㎡,塔楼,东南,钢混结构,简装,两梯十六户,自供暖,有,70年,房屋用途,商品房
856万,88852,东环居苑,"东城,广渠门",3室1厅1厨1卫,低楼层 (共22层),96.34㎡,平层,77.35㎡,塔楼,西北,钢混结构,简装,三梯十二户,集中供暖,有,70年,房屋用途,商品房
1490万,118264,万国城MOMA,"东城,东直门",2室2厅1厨2卫,高楼层 (共27层),125.99㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,四梯十二户,集中供暖,有,70年,房屋用途,商品房
870万,95312,天娇园,"东城,东花市",2室1厅1厨1卫,中楼层 (共11层),91.28㎡,平层,76.04㎡,板塔结合,东,钢混结构,简装,一梯四户,集中供暖,有,70年,房屋用途,商品房
1260万,80666,凯景铭座,"东城,安定门",3室2厅1厨2卫,高楼层 (共19层),156.2㎡,平层,120.41㎡,塔楼,东北,钢混结构,精装,两梯七户,集中供暖,有,70年,房屋用途,商品房
1380万,65490,宝润苑,"东城,东花市",3室2厅1厨3卫,低楼层 (共14层),210.72㎡,复式,167.96㎡,板塔结合,东,钢混结构,简装,两梯九户,集中供暖,有,70年,房屋用途,商品房
1150万,88157,培新街乙5号院,"东城,广渠门",3室2厅1厨2卫,高楼层 (共16层),130.45㎡,复式,78.56㎡,板塔结合,南 北,钢混结构,精装,三梯十二户,集中供暖,有,70年,房屋用途,商品房
886万,89270,体育馆路13号,"东城,崇文门",3室1厅1厨1卫,低楼层 (共7层),99.25㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,70年,房屋用途,商品房
1220万,83124,丽水湾畔家园,"东城,广渠门",3室1厅1厨2卫,中楼层 (共21层),146.77㎡,平层,118.05㎡,塔楼,东南,钢混结构,精装,两梯八户,集中供暖,有,70年,房屋用途,商品房
1300万,114963,菊儿胡同,"东城,地安门",3室1厅1厨1卫,中楼层 (共4层),113.08㎡,平层,79㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,房屋用途,商品房
620万,73382,长青园,"东城,左安门",3室1厅1厨1卫,底层 (共6层),84.49㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯四户,集中供暖,无,70年,房屋用途,商品房
1135万,100345,水上华城,"东城,广渠门",2室1厅1厨2卫,低楼层 (共23层),113.11㎡,平层,93.04㎡,板塔结合,南 北,钢混结构,精装,两梯两户,集中供暖,有,70年,房屋用途,商品房
690万,105586,民旺园,"东城,和平里",3室1厅1厨1卫,低楼层 (共16层),65.35㎡,平层,暂无数据,塔楼,东 西 北,钢混结构,简装,两梯七户,集中供暖,有,70年,房屋用途,已购公房
1649万,91964,冠城名敦道,"东城,广渠门",3室2厅1厨2卫,高楼层 (共27层),179.31㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,70年,房屋用途,商品房
523万,83307,金桥国际,"东城,广渠门",1室1厅1厨1卫,低楼层 (共19层),62.78㎡,平层,47.21㎡,塔楼,东,钢混结构,简装,两梯十六户,集中供暖,有,70年,房屋用途,商品房
1600万,99361,东四块玉南街4号院,"东城,左安门",3室1厅1厨2卫,中楼层 (共5层),161.03㎡,平层,112.51㎡,板楼,南 北,混合结构,精装,一梯两户,自供暖,有,70年,房屋用途,已购公房
618万,99198,北新桥三条64号院,"东城,东直门",2室1厅1厨1卫,中楼层 (共6层),62.3㎡,平层,暂无数据,塔楼,西南,砖混结构,简装,一梯七户,集中供暖,无,70年,房屋用途,央产房
2200万,104059,国瑞城中区,"东城,崇文门",4室2厅1厨3卫,低楼层 (共15层),211.42㎡,平层,180.63㎡,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,70年,房屋用途,商品房
1799万,93256,天天家园,"东城,永定门",4室2厅1厨3卫,低楼层 (共9层),192.91㎡,平层,159.3㎡,板楼,南 北,钢混结构,其他,一梯两户,自供暖,有,70年,房屋用途,商品房
1500万,64183,太华公寓,"东城,崇文门",3室2厅1厨3卫,高楼层 (共18层),233.71㎡,平层,164.74㎡,塔楼,东南,钢混结构,精装,三梯十三户,集中供暖,有,70年,房屋用途,商品房
880万,109033,海运仓小区,"东城,东直门",3室1厅1厨1卫,高楼层 (共7层),80.71㎡,复式,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,集中供暖,无,70年,房屋用途,商品房
1200万,84401,民安小区东直门内北小街,"东城,东直门",4室2厅1厨2卫,高楼层 (共16层),142.18㎡,复式,120.4㎡,板楼,东,钢混结构,简装,四梯三户,集中供暖,有,70年,房屋用途,二类经济适用房
1080万,127059,朝阳门南小街,"东城,朝阳门内",3室1厅1厨1卫,高楼层 (共10层),85㎡,平层,75㎡,板塔结合,南 北,钢混结构,精装,两梯三户,自供暖,有,70年,房屋用途,二类经济适用房
1030万,110563,骑河楼大街,"东城,灯市口",4室1厅1厨1卫,中楼层 (共6层),93.16㎡,平层,80㎡,板楼,东 南,混合结构,简装,一梯三户,集中供暖,无,70年,房屋用途,央产房
1350万,99280,培新街乙5号院,"东城,广渠门",3室2厅1厨2卫,低楼层 (共16层),135.98㎡,复式,135.98㎡,板塔结合,南 北,钢混结构,简装,三梯十二户,集中供暖,有,70年,房屋用途,已购公房
1420万,97615,水上华城,"东城,广渠门",3室2厅1厨2卫,顶层 (共23层),145.47㎡,平层,114.94㎡,板塔结合,东南,钢混结构,精装,两梯七户,集中供暖,有,70年,房屋用途,商品房
1600万,92273,东花市北里西区,"东城,东花市",3室2厅1厨2卫,低楼层 (共9层),173.4㎡,平层,暂无数据,板楼,南 北,混合结构,其他,一梯两户,集中供暖,有,70年,房屋用途,央产房
2500万,83098,雅宝公寓,"东城,建国门内",4室2厅1厨2卫,高楼层 (共7层),300.85㎡,复式,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,有,70年,房屋用途,私产
1600万,101581,花市枣苑一期,"东城,东花市",3室1厅1厨2卫,中楼层 (共18层),157.51㎡,平层,130.75㎡,塔楼,东南,钢混结构,精装,两梯九户,自供暖,有,70年,房屋用途,商品房
1100万,55643,新世界中心,"东城,崇文门",3室2厅1厨2卫,高楼层 (共16层),197.69㎡,平层,135.16㎡,塔楼,东南,钢混结构,简装,三梯二十四户,集中供暖,有,50年,房屋用途,商品房
955万,75191,左安浦园,"东城,左安门",3室2厅1厨2卫,高楼层 (共16层),127.01㎡,平层,105.81㎡,板塔结合,东南,钢混结构,简装,三梯十三户,自供暖,有,70年,房屋用途,二类经济适用房
990万,107785,中海紫御公馆,"东城,陶然亭",2室2厅1厨1卫,高楼层 (共22层),91.85㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,集中供暖,有,70年,房屋用途,商品房
550万,94583,抽屉胡同,"东城,建国门外",2室1厅1厨1卫,低楼层 (共7层),58.15㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯五户,集中供暖,无,70年,房屋用途,已购公房
1350万,94877,怡龙别墅,"东城,左安门",3室2厅1厨2卫,底层 (共4层),142.29㎡,暂无数据,暂无数据,南 北,钢混结构,精装,叠拼,暂无数据,集中供暖,暂无数据,70年,房屋用途,商品房
800万,87109,崇文门东大街,"东城,崇文门",3室1厅1厨1卫,底层 (共17层),91.84㎡,平层,68.9㎡,塔楼,南 北,混合结构,简装,一梯五户,集中供暖,有,70年,房屋用途,已购公房
700万,89457,崇文门东大街,"东城,崇文门",2室1厅1厨1卫,底层 (共17层),78.25㎡,平层,58.7㎡,塔楼,南,混合结构,简装,一梯五户,集中供暖,有,70年,房屋用途,已购公房
1239万,119861,朝阳门南小街,"东城,朝阳门内",3室1厅1厨1卫,低楼层 (共9层),103.37㎡,平层,103㎡,板楼,东 西,混合结构,精装,一梯四户,自供暖,有,70年,房屋用途,商品房
1188万,102036,万国城MOMA,"东城,东直门",2室1厅1厨2卫,低楼层 (共27层),116.43㎡,平层,88.81㎡,塔楼,西,钢混结构,精装,四梯十二户,集中供暖,有,70年,房屋用途,商品房
516万,97011,南岗子,"东城,崇文门",2室1厅1厨1卫,底层 (共6层),53.19㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,70年,房屋用途,已购公房
750万,58448,悠胜美苑,"东城,永定门",2室1厅1厨1卫,低楼层 (共12层),128.32㎡,平层,98.51㎡,板塔结合,南 北,钢混结构,毛坯,一梯两户,自供暖,有,70年,房屋用途,二类经济适用房
389万,67255,安乐林二条,"东城,永定门",2室1厅1厨1卫,底层 (共6层),57.84㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,房屋用途,已购公房
1050万,88953,小黄庄一区,"东城,安贞",3室1厅1厨2卫,顶层 (共13层),118.04㎡,复式,118.04㎡,板塔结合,南 北,钢混结构,简装,一梯七户,集中供暖,有,70年,房屋用途,已购公房
920万,83289,新奥洋房,"东城,永定门",2室1厅1厨1卫,中楼层 (共11层),110.46㎡,平层,92.66㎡,板塔结合,南 北,钢混结构,精装,一梯两户,自供暖,有,70年,房屋用途,商品房
850万,96394,本家润园三期,"东城,东花市",3室1厅1厨1卫,高楼层 (共18层),88.18㎡,平层,72.54㎡,塔楼,南,钢混结构,简装,三梯十八户,集中供暖,有,70年,房屋用途,二类经济适用房
1290万,79906,远洋德邑,"东城,广渠门",3室2厅1厨1卫,低楼层 (共14层),161.44㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯三户,集中供暖,有,70年,房屋用途,商品房
730万,98997,兴隆都市馨园,"东城,崇文门",2室1厅1厨1卫,中楼层 (共7层),73.74㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯两户,自供暖,无,70年,房屋用途,商品房
